Company,Foreign,Data Source,Form Type,Filing date,Period end,R&D Expenses,Revenue,Cost of Revenue,URL
lockheed martin corporation,False,SEC EDGAR,10-Q,2026-04-23,2026-03-29,,18021.0,15943.0,https://www.sec.gov/Archives/edgar/data/936468/000162828026026836/
lyft inc,False,SEC EDGAR,10-Q,2019-05-14,2019-03-31,630.96,776.03,462.86,https://www.sec.gov/Archives/edgar/data/1759509/000156459019019135/
lyft inc,False,SEC EDGAR,10-Q,2019-08-13,2019-06-30,309.83,867.26,630.14,https://www.sec.gov/Archives/edgar/data/1759509/000156459019031822/
lyft inc,False,SEC EDGAR,10-Q,2019-11-04,2019-09-30,288.27,955.6,580.71,https://www.sec.gov/Archives/edgar/data/1759509/000156459019039781/
lyft inc,False,SEC EDGAR,10-Q,2020-05-08,2020-03-31,258.74,918.33,542.42,https://www.sec.gov/Archives/edgar/data/1759509/000175950920000024/
lyft inc,False,SEC EDGAR,10-Q,2020-08-13,2020-06-30,203.1,312.35,251.35,https://www.sec.gov/Archives/edgar/data/1759509/000175950920000031/
lyft inc,False,SEC EDGAR,10-Q,2020-11-12,2020-09-30,232.11,450.56,261.61,https://www.sec.gov/Archives/edgar/data/1759509/000175950920000045/
lyft inc,False,SEC EDGAR,10-Q,2021-05-06,2021-03-31,238.22,568.79,412.04,https://www.sec.gov/Archives/edgar/data/1759509/000175950921000034/
lyft inc,False,SEC EDGAR,10-Q,2021-08-05,2021-06-30,252.04,696.9,346.89,https://www.sec.gov/Archives/edgar/data/1759509/000175950921000045/
lyft inc,False,SEC EDGAR,10-Q,2021-11-04,2021-09-30,226.69,784.07,364.03,https://www.sec.gov/Archives/edgar/data/1759509/000175950921000054/
lyft inc,False,SEC EDGAR,10-Q,2022-05-10,2022-03-31,192.75,818.1,440.29,https://www.sec.gov/Archives/edgar/data/1759509/000175950922000043/
lyft inc,False,SEC EDGAR,10-Q,2022-08-05,2022-06-30,201.77,914.55,650.36,https://www.sec.gov/Archives/edgar/data/1759509/000175950922000062/
lyft inc,False,SEC EDGAR,10-Q,2022-11-08,2022-09-30,227.68,966.05,570.7,https://www.sec.gov/Archives/edgar/data/1759509/000175950922000089/
lyft inc,False,SEC EDGAR,10-Q,2023-05-08,2023-03-31,196.9,952.7,548.99,https://www.sec.gov/Archives/edgar/data/1759509/000175950923000063/
lyft inc,False,SEC EDGAR,10-Q,2023-08-09,2023-06-30,154.61,940.96,606.6,https://www.sec.gov/Archives/edgar/data/1759509/000175950923000096/
lyft inc,False,SEC EDGAR,10-Q,2023-11-09,2023-09-30,109.23,1069.94,644.5,https://www.sec.gov/Archives/edgar/data/1759509/000175950923000115/
lyft inc,False,SEC EDGAR,10-Q,2024-05-09,2024-03-31,100.02,1209.74,755.36,https://www.sec.gov/Archives/edgar/data/1759509/000175950924000069/
lyft inc,False,SEC EDGAR,10-Q,2024-08-07,2024-06-30,98.81,1321.83,819.52,https://www.sec.gov/Archives/edgar/data/1759509/000175950924000102/
lyft inc,False,SEC EDGAR,10-Q,2024-11-07,2024-09-30,104.45,1387.83,888.25,https://www.sec.gov/Archives/edgar/data/1759509/000175950924000128/
lyft inc,False,SEC EDGAR,10-Q,2025-05-09,2025-03-31,112.5,1374.19,862.87,https://www.sec.gov/Archives/edgar/data/1759509/000175950925000088/
lyft inc,False,SEC EDGAR,10-Q,2025-08-07,2025-06-30,109.33,1477.12,935.73,https://www.sec.gov/Archives/edgar/data/1759509/000175950925000126/
lyft inc,False,SEC EDGAR,10-Q,2025-11-05,2025-09-30,109.61,1546.43,927.22,https://www.sec.gov/Archives/edgar/data/1759509/000162828025049701/
lyft inc,False,SEC EDGAR,10-Q,2026-05-08,2026-03-31,124.15,1650.49,864.14,https://www.sec.gov/Archives/edgar/data/1759509/000162828026032412/
magna international inc,False,Yahoo Finance,Annual,2022-12-31,2022-12-31,,37840.0,33188.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Annual,2023-12-31,2023-12-31,,42797.0,37185.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Annual,2024-12-31,2024-12-31,,42836.0,37037.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Quarterly,2025-03-31,2025-03-31,,10069.0,8827.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Quarterly,2025-06-30,2025-06-30,,10631.0,9127.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Quarterly,2025-09-30,2025-09-30,,10462.0,8973.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Quarterly,2025-12-31,2025-12-31,,10848.0,9094.0,https://finance.yahoo.com/quote/MGA/financials
magna international inc,False,Yahoo Finance,Quarterly,2026-03-31,2026-03-31,,10381.0,8958.0,https://finance.yahoo.com/quote/MGA/financials
maplebear inc,False,SEC EDGAR,10-Q,2023-11-13,2023-09-30,1850.0,764.0,203.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909123000013/
maplebear inc,False,SEC EDGAR,10-Q,2023-11-13,2023-09-30,1850.0,764.0,203.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909123000013/
maplebear inc,False,SEC EDGAR,10-Q,2023-11-13,2023-09-30,1850.0,764.0,203.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909123000013/
maplebear inc,False,SEC EDGAR,10-Q,2024-05-10,2024-03-31,115.0,820.0,206.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000064/
maplebear inc,False,SEC EDGAR,10-Q,2024-05-10,2024-03-31,115.0,820.0,206.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000064/
maplebear inc,False,SEC EDGAR,10-Q,2024-05-10,2024-03-31,115.0,820.0,206.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000064/
maplebear inc,False,SEC EDGAR,10-Q,2024-08-09,2024-06-30,185.0,823.0,200.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000087/
maplebear inc,False,SEC EDGAR,10-Q,2024-08-09,2024-06-30,185.0,823.0,200.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000087/
maplebear inc,False,SEC EDGAR,10-Q,2024-08-09,2024-06-30,185.0,823.0,200.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000087/
maplebear inc,False,SEC EDGAR,10-Q,2024-11-13,2024-09-30,149.0,852.0,211.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000103/
maplebear inc,False,SEC EDGAR,10-Q,2024-11-13,2024-09-30,149.0,852.0,211.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000103/
maplebear inc,False,SEC EDGAR,10-Q,2024-11-13,2024-09-30,149.0,852.0,211.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909124000103/
maplebear inc,False,SEC EDGAR,10-Q,2025-05-08,2025-03-31,144.0,897.0,226.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000048/
maplebear inc,False,SEC EDGAR,10-Q,2025-05-08,2025-03-31,144.0,897.0,226.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000048/
maplebear inc,False,SEC EDGAR,10-Q,2025-05-08,2025-03-31,144.0,897.0,226.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000048/
maplebear inc,False,SEC EDGAR,10-Q,2025-08-08,2025-06-30,166.0,914.0,236.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000067/
maplebear inc,False,SEC EDGAR,10-Q,2025-08-08,2025-06-30,166.0,914.0,236.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000067/
maplebear inc,False,SEC EDGAR,10-Q,2025-08-08,2025-06-30,166.0,914.0,236.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000067/
maplebear inc,False,SEC EDGAR,10-Q,2025-11-10,2025-09-30,169.0,939.0,247.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000097/
maplebear inc,False,SEC EDGAR,10-Q,2025-11-10,2025-09-30,169.0,939.0,247.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000097/
maplebear inc,False,SEC EDGAR,10-Q,2025-11-10,2025-09-30,169.0,939.0,247.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909125000097/
maplebear inc,False,SEC EDGAR,10-Q,2026-05-07,2026-03-31,164.0,1019.0,281.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909126000036/
maplebear inc,False,SEC EDGAR,10-Q,2026-05-07,2026-03-31,164.0,1019.0,281.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909126000036/
maplebear inc,False,SEC EDGAR,10-Q,2026-05-07,2026-03-31,164.0,1019.0,281.0,https://www.sec.gov/Archives/edgar/data/1579091/000157909126000036/
mara holdings inc,False,SEC EDGAR,10-Q,2011-09-14,2011-07-31,,0.0,,https://www.sec.gov/Archives/edgar/data/1507605/000116552711000870/
mara holdings inc,False,SEC EDGAR,10-Q,2013-08-14,2013-06-30,,1.52,0.76,https://www.sec.gov/Archives/edgar/data/1507605/000152153613000697/
mara holdings inc,False,SEC EDGAR,10-Q,2013-11-14,2013-09-30,,0.71,0.4,https://www.sec.gov/Archives/edgar/data/1507605/000152153613000938/
mara holdings inc,False,SEC EDGAR,10-Q,2014-05-15,2014-03-31,,2.78,1.11,https://www.sec.gov/Archives/edgar/data/1507605/000141588914001499/
mara holdings inc,False,SEC EDGAR,10-Q,2014-08-14,2014-06-30,,3.82,1.75,https://www.sec.gov/Archives/edgar/data/1507605/000141588914002503/
mara holdings inc,False,SEC EDGAR,10-Q,2014-11-12,2014-09-30,,13.46,5.58,https://www.sec.gov/Archives/edgar/data/1507605/000141588914003424/
mara holdings inc,False,SEC EDGAR,10-Q,2015-05-14,2015-03-31,,4.09,4.33,https://www.sec.gov/Archives/edgar/data/1507605/000141588915001710/
mara holdings inc,False,SEC EDGAR,10-Q,2015-08-14,2015-06-30,,1.37,3.86,https://www.sec.gov/Archives/edgar/data/1507605/000141588915002744/
mara holdings inc,False,SEC EDGAR,10-Q,2015-11-16,2015-09-30,,6.41,4.0,https://www.sec.gov/Archives/edgar/data/1507605/000110465915079276/
mara holdings inc,False,SEC EDGAR,10-Q,2016-05-12,2016-03-31,,2.06,2.64,https://www.sec.gov/Archives/edgar/data/1507605/000110465916120481/
mara holdings inc,False,SEC EDGAR,10-Q,2016-08-15,2016-06-30,,34.35,15.47,https://www.sec.gov/Archives/edgar/data/1507605/000110465916139748/
mara holdings inc,False,SEC EDGAR,10-Q,2016-11-14,2016-09-30,,0.04,1.09,https://www.sec.gov/Archives/edgar/data/1507605/000110465916156898/
mara holdings inc,False,SEC EDGAR,10-Q,2017-05-15,2017-03-31,,0.08,0.45,https://www.sec.gov/Archives/edgar/data/1507605/000110465917032785/
mara holdings inc,False,SEC EDGAR,10-Q,2017-08-14,2017-06-30,,0.37,1.02,https://www.sec.gov/Archives/edgar/data/1507605/000110465917051845/
mara holdings inc,False,SEC EDGAR,10-Q,2017-11-20,2017-09-30,,0.16,0.06,https://www.sec.gov/Archives/edgar/data/1507605/000149315217013526/
mara holdings inc,False,SEC EDGAR,10-Q,2018-05-21,2018-03-31,,0.24,0.27,https://www.sec.gov/Archives/edgar/data/1507605/000149315218007487/
mara holdings inc,False,SEC EDGAR,10-Q,2018-08-14,2018-06-30,,0.69,0.93,https://www.sec.gov/Archives/edgar/data/1507605/000149315218011571/
mara holdings inc,False,SEC EDGAR,10-Q,2018-11-13,2018-09-30,,0.34,1.13,https://www.sec.gov/Archives/edgar/data/1507605/000149315218015681/
mara holdings inc,False,SEC EDGAR,10-Q,2019-05-10,2019-03-31,,0.23,0.51,https://www.sec.gov/Archives/edgar/data/1507605/000149315219006742/
mara holdings inc,False,SEC EDGAR,10-Q,2019-08-01,2019-06-30,,0.36,0.5,https://www.sec.gov/Archives/edgar/data/1507605/000149315219011501/
mara holdings inc,False,SEC EDGAR,10-Q,2019-11-08,2019-09-30,,0.32,0.48,https://www.sec.gov/Archives/edgar/data/1507605/000149315219016714/
mara holdings inc,False,SEC EDGAR,10-Q,2020-05-14,2020-03-31,,0.59,1.15,https://www.sec.gov/Archives/edgar/data/1507605/000149315220008746/
mara holdings inc,False,SEC EDGAR,10-Q,2020-08-14,2020-06-30,,0.29,0.74,https://www.sec.gov/Archives/edgar/data/1507605/000149315220015625/
mara holdings inc,False,SEC EDGAR,10-Q,2020-11-12,2020-09-30,,0.84,1.64,https://www.sec.gov/Archives/edgar/data/1507605/000149315220021124/
mara holdings inc,False,SEC EDGAR,10-Q,2021-08-13,2021-06-30,,29.32,,https://www.sec.gov/Archives/edgar/data/1507605/000149315221019732/
mara holdings inc,False,SEC EDGAR,10-Q,2021-11-15,2021-09-30,,51.71,,https://www.sec.gov/Archives/edgar/data/1507605/000149315221028278/
mara holdings inc,False,SEC EDGAR,10-Q,2022-05-06,2022-03-31,,51.72,26.39,https://www.sec.gov/Archives/edgar/data/1507605/000149315222012398/
mara holdings inc,False,SEC EDGAR,10-Q,2022-08-09,2022-06-30,,24.92,,https://www.sec.gov/Archives/edgar/data/1507605/000149315222021799/
mara holdings inc,False,SEC EDGAR,10-Q,2022-11-14,2022-09-30,,12.69,,https://www.sec.gov/Archives/edgar/data/1507605/000149315222031756/
mara holdings inc,False,SEC EDGAR,10-Q,2023-05-10,2023-03-31,,51.13,,https://www.sec.gov/Archives/edgar/data/1507605/000149315223016184/
mara holdings inc,False,SEC EDGAR,10-Q,2023-08-08,2023-06-30,,81.76,,https://www.sec.gov/Archives/edgar/data/1507605/000149315223027174/
mara holdings inc,False,SEC EDGAR,10-Q,2023-11-08,2023-09-30,,97.85,,https://www.sec.gov/Archives/edgar/data/1507605/000149315223039927/
mara holdings inc,False,SEC EDGAR,10-Q,2024-05-09,2024-03-31,2.47,43.2,,https://www.sec.gov/Archives/edgar/data/1507605/000162828024022243/
mara holdings inc,False,SEC EDGAR,10-Q,2024-08-01,2024-06-30,3.85,26.42,,https://www.sec.gov/Archives/edgar/data/1507605/000162828024034196/
mara holdings inc,False,SEC EDGAR,10-Q,2024-11-12,2024-09-30,2.81,17.05,,https://www.sec.gov/Archives/edgar/data/1507605/000162828024047148/
mara holdings inc,False,SEC EDGAR,10-Q,2025-05-08,2025-03-31,9.3,14.72,,https://www.sec.gov/Archives/edgar/data/1507605/000150760525000009/
mara holdings inc,False,SEC EDGAR,10-Q,2025-07-29,2025-06-30,8.55,15.23,,https://www.sec.gov/Archives/edgar/data/1507605/000150760525000018/
mara holdings inc,False,SEC EDGAR,10-Q,2025-11-04,2025-09-30,8.72,16.79,,https://www.sec.gov/Archives/edgar/data/1507605/000150760525000028/
mara holdings inc,False,SEC EDGAR,10-Q,2026-05-11,2026-03-31,8.25,17.41,,https://www.sec.gov/Archives/edgar/data/1507605/000150760526000016/
materion corporation,False,SEC EDGAR,10-Q,2011-08-09,2011-07-01,2.71,424.71,,https://www.sec.gov/Archives/edgar/data/1104657/000095012311074994/
materion corporation,False,SEC EDGAR,10-Q,2011-11-07,2011-09-30,2.82,392.79,,https://www.sec.gov/Archives/edgar/data/1104657/000119312511299873/
materion corporation,False,SEC EDGAR,10-Q,2012-05-01,2012-03-30,3.09,353.63,,https://www.sec.gov/Archives/edgar/data/1104657/000119312512200364/
materion corporation,False,SEC EDGAR,10-Q,2012-08-08,2012-06-29,3.2,325.09,,https://www.sec.gov/Archives/edgar/data/1104657/000119312512343102/
materion corporation,False,SEC EDGAR,10-Q,2012-11-02,2012-09-28,3.02,290.6,,https://www.sec.gov/Archives/edgar/data/1104657/000119312512448536/
materion corporation,False,SEC EDGAR,10-Q,2013-04-30,2013-03-29,3.56,299.17,,https://www.sec.gov/Archives/edgar/data/1104657/000110465713000061/
materion corporation,False,SEC EDGAR,10-Q,2013-08-06,2013-06-28,3.15,306.14,,https://www.sec.gov/Archives/edgar/data/1104657/000110465713000116/
materion corporation,False,SEC EDGAR,10-Q,2013-11-01,2013-09-27,3.19,275.43,,https://www.sec.gov/Archives/edgar/data/1104657/000110465713000136/
materion corporation,False,SEC EDGAR,10-Q,2014-05-01,2014-03-28,2.79,258.93,,https://www.sec.gov/Archives/edgar/data/1104657/000110465714000079/
materion corporation,False,SEC EDGAR,10-Q,2014-08-01,2014-06-27,3.44,287.96,,https://www.sec.gov/Archives/edgar/data/1104657/000110465714000133/
materion corporation,False,SEC EDGAR,10-Q,2014-10-30,2014-09-26,3.24,291.57,,https://www.sec.gov/Archives/edgar/data/1104657/000110465714000163/
materion corporation,False,SEC EDGAR,10-Q,2015-05-01,2015-04-03,3.35,290.02,,https://www.sec.gov/Archives/edgar/data/1104657/000110465715000064/
materion corporation,False,SEC EDGAR,10-Q,2015-07-31,2015-07-03,3.59,276.86,,https://www.sec.gov/Archives/edgar/data/1104657/000110465715000101/
materion corporation,False,SEC EDGAR,10-Q,2015-11-02,2015-10-02,2.5,244.35,,https://www.sec.gov/Archives/edgar/data/1104657/000110465715000120/
materion corporation,False,SEC EDGAR,10-Q,2016-04-29,2016-04-01,3.45,235.51,,https://www.sec.gov/Archives/edgar/data/1104657/000110465716000176/
materion corporation,False,SEC EDGAR,10-Q,2016-07-28,2016-07-01,3.17,249.78,,https://www.sec.gov/Archives/edgar/data/1104657/000110465716000213/
materion corporation,False,SEC EDGAR,10-Q,2016-10-27,2016-09-30,3.24,249.62,,https://www.sec.gov/Archives/edgar/data/1104657/000110465716000231/
materion corporation,False,SEC EDGAR,10-Q,2017-04-28,2017-03-31,3.13,240.67,,https://www.sec.gov/Archives/edgar/data/1104657/000110465717000066/
materion corporation,False,SEC EDGAR,10-Q,2017-07-27,2017-06-30,3.54,295.84,,https://www.sec.gov/Archives/edgar/data/1104657/000110465717000140/
materion corporation,False,SEC EDGAR,10-Q,2017-10-26,2017-09-29,3.43,294.27,,https://www.sec.gov/Archives/edgar/data/1104657/000110465717000160/
materion corporation,False,SEC EDGAR,10-Q,2018-04-26,2018-03-30,3.64,303.47,,https://www.sec.gov/Archives/edgar/data/1104657/000110465718000032/
materion corporation,False,SEC EDGAR,10-Q,2018-07-26,2018-06-29,3.86,309.08,247.25,https://www.sec.gov/Archives/edgar/data/1104657/000110465718000077/
materion corporation,False,SEC EDGAR,10-Q,2018-10-25,2018-09-28,4.25,297.19,232.26,https://www.sec.gov/Archives/edgar/data/1104657/000110465718000100/
materion corporation,False,SEC EDGAR,10-Q,2019-05-02,2019-03-29,3.74,301.44,232.13,https://www.sec.gov/Archives/edgar/data/1104657/000110465719000039/
materion corporation,False,SEC EDGAR,10-Q,2019-07-25,2019-06-28,4.06,297.84,228.25,https://www.sec.gov/Archives/edgar/data/1104657/000110465719000085/
materion corporation,False,SEC EDGAR,10-Q,2019-10-24,2019-09-27,5.26,305.98,241.03,https://www.sec.gov/Archives/edgar/data/1104657/000110465719000111/
materion corporation,False,SEC EDGAR,10-Q,2020-04-23,2020-03-27,4.18,277.95,232.37,https://www.sec.gov/Archives/edgar/data/1104657/000110465720000043/
materion corporation,False,SEC EDGAR,10-Q,2020-07-23,2020-06-26,4.5,271.47,223.38,https://www.sec.gov/Archives/edgar/data/1104657/000110465720000095/
materion corporation,False,SEC EDGAR,10-Q,2020-10-22,2020-09-25,5.42,287.17,240.53,https://www.sec.gov/Archives/edgar/data/1104657/000110465720000117/
materion corporation,False,SEC EDGAR,10-Q,2021-04-29,2021-04-02,6.21,354.39,287.59,https://www.sec.gov/Archives/edgar/data/1104657/000110465721000044/
materion corporation,False,SEC EDGAR,10-Q,2021-08-03,2021-07-02,6.6,371.0,301.42,https://www.sec.gov/Archives/edgar/data/1104657/000110465721000078/
materion corporation,False,SEC EDGAR,10-Q,2021-11-02,2021-10-01,6.35,388.03,313.71,https://www.sec.gov/Archives/edgar/data/1104657/000110465721000107/
materion corporation,False,SEC EDGAR,10-Q,2022-04-28,2022-04-01,7.07,449.05,373.75,https://www.sec.gov/Archives/edgar/data/1104657/000110465722000073/
materion corporation,False,SEC EDGAR,10-Q,2022-08-03,2022-07-01,7.59,445.3,357.87,https://www.sec.gov/Archives/edgar/data/1104657/000110465722000126/
materion corporation,False,SEC EDGAR,10-Q,2022-11-02,2022-09-30,7.43,428.19,345.45,https://www.sec.gov/Archives/edgar/data/1104657/000110465722000157/
materion corporation,False,SEC EDGAR,10-Q,2023-05-03,2023-03-31,7.62,442.53,351.19,https://www.sec.gov/Archives/edgar/data/1104657/000110465723000065/
materion corporation,False,SEC EDGAR,10-Q,2023-08-02,2023-06-30,7.15,398.55,309.5,https://www.sec.gov/Archives/edgar/data/1104657/000110465723000124/
materion corporation,False,SEC EDGAR,10-Q,2023-11-01,2023-09-29,6.32,403.07,314.13,https://www.sec.gov/Archives/edgar/data/1104657/000110465723000155/
materion corporation,False,SEC EDGAR,10-Q,2024-05-02,2024-03-29,7.14,385.29,314.07,https://www.sec.gov/Archives/edgar/data/1104657/000110465724000066/
materion corporation,False,SEC EDGAR,10-Q,2024-08-06,2024-06-28,7.7,425.87,345.01,https://www.sec.gov/Archives/edgar/data/1104657/000110465724000116/
materion corporation,False,SEC EDGAR,10-Q,2024-10-30,2024-09-27,7.87,436.71,355.78,https://www.sec.gov/Archives/edgar/data/1104657/000110465724000146/
materion corporation,False,SEC EDGAR,10-Q,2025-05-01,2025-03-28,6.5,420.33,344.15,https://www.sec.gov/Archives/edgar/data/1104657/000110465725000059/
materion corporation,False,SEC EDGAR,10-Q,2025-07-30,2025-06-27,6.41,431.66,349.0,https://www.sec.gov/Archives/edgar/data/1104657/000110465725000144/
